Absolute path,Class label
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0266.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0267.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0268.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0269.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0270.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0271.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0272.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0273.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0274.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0275.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0276.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0277.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0278.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0279.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0280.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0281.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0282.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0283.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0284.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0285.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0286.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0287.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0288.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0289.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0290.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0291.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0292.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0293.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0294.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0295.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0296.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0297.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0298.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0299.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0300.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0301.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0302.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0303.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0304.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0305.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0306.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0307.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0308.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0309.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0310.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0311.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0312.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0313.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0314.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0315.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0316.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0317.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0318.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0319.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0320.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0321.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0322.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0323.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0324.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0325.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0326.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0327.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0328.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0329.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0330.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0331.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0332.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0333.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0334.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0335.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0336.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0337.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0338.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0339.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0340.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0341.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0342.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0343.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0344.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0345.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0346.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0347.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0348.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0349.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0350.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0351.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0352.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0353.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0354.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0355.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0356.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0357.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0358.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0359.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0360.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0361.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0362.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0363.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0364.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0365.jpg,0
C:\Users\Professional\PycharmProjects\lab3\dataset\cat/0366.jpg,0
